age,sex,edu,race,income,us_residency,wb,mind,belong,efficacy,support,idea,soc_med,npi,moa_ach,moa_import
22,male,currentlyenrolled,white,"60-79,999",yes,5.833333333,3.2,3.9,2.9,81,3.625,39,5,35,68
21,male,currentlyenrolled,white,"60-79,999",yes,5,2.933333333,1.6,3.1,81,3.625,37,4,37,42
21,male,currentlyenrolled,AfricanAmerican,"40-59,999",yes,3.333333333,3.266666667,3.9,2.6,63,3.125,34,2,35,60
19,male,currentlyenrolled,white,"60-79,999",yes,2.166666667,3.333333333,3.5,2.7,46,3.625,39,3,33,73
19,female,currentlyenrolled,Asian-Pacific,"40-59,999",yes,2.666666667,3.466666667,3.9,2.8,52,3.875,40,4,35,80
22,male,currentlyenrolled,white,"under20,000",yes,4.833333333,3.866666667,2.3,3.8,66,3.625,34,4,48,52
20,female,currentlyenrolled,AfricanAmerican,not say,yes,5.166666667,5.266666667,3.1,2.9,59,3.125,44,3,6,51
22,female,currentlyenrolled,Asian-Pacific,not say,yes,2.833333333,4.866666667,4.1,3.2,70,3.5,37,9,34,61
19,female,currentlyenrolled,white,"80-99,999",yes,5.166666667,3.2,3.7,2.8,71,3.625,40,3,36,77
22,female,currentlyenrolled,white,"60-79,999",yes,3.333333333,4.4,2.6,3,50,3.625,15,0,37,44
23,female,currentlyenrolled,white,"under20,000",yes,2.333333333,3.4,3.2,3.4,74,3.5,27,3,41,64
18,female,currentlyenrolled,Asian-Pacific,"under20,000",no,6.333333333,3.733333333,2.8,2.8,53,3.75,40,4,40,68
20,female,currentlyenrolled,white,"20-39,999",yes,5.5,4.466666667,4,3.6,81,3.875,43,2,42,78
19,female,currentlyenrolled,white,"under20,000",yes,4.166666667,3.933333333,3.3,3.2,55,3.625,32,0,37,61
20,male,currentlyenrolled,white,not say,yes,4,3.333333333,4.2,3,70,3.5,45,2,33,70
20,female,currentlyenrolled,"1,3","under20,000",yes,4.833333333,3.733333333,2.8,2.8,67,3.75,27,4,39,65
20,female,currentlyenrolled,white,"100-199,999",yes,5.666666667,3.733333333,3.4,2.8,80,3.5,34,5,37,55
18,female,currentlyenrolled,white,"100-199,999",yes,4.833333333,2.666666667,4.2,3.1,80,3.5,33,3,32,67
20,female,currentlyenrolled,white,not say,yes,3,3.8,3.3,2.6,30,3.125,31,1,37,52
19,female,currentlyenrolled,white,"200-999,999",yes,7,4.4,4.3,3.2,84,3.375,39,7,33,47
20,female,currentlyenrolled,white,"80-99,999",yes,5.5,4.266666667,2.7,3.2,78,3.5,37,3,37,65
21,female,currentlyenrolled,white,"40-59,999",yes,6,4.866666667,2.3,3.8,79,3.625,36,0,41,71
20,female,currentlyenrolled,white,"200-999,999",yes,6,3.4,2.9,2.8,60,2.875,33,5,28,61
19,female,currentlyenrolled,white,"200-999,999",yes,4.833333333,4.533333333,2.3,3.1,61,3.75,32,0,34,58
19,female,currentlyenrolled,white,"60-79,999",yes,5.666666667,4.066666667,3.3,3,61,3,43,8,35,67
18,female,currentlyenrolled,white,"over1,000,000",yes,6.833333333,3.4,1.7,3.2,73,3.75,35,6,34,67
20,female,currentlyenrolled,other,"200-999,999",yes,5.833333333,5.066666667,2.2,3,70,3.625,24,6,31,72
18,female,currentlyenrolled,white,"60-79,999",yes,5.666666667,3.466666667,2.9,3.4,84,3.625,49,6,36,67
20,female,currentlyenrolled,white,not say,yes,2.833333333,3.266666667,4.1,2.9,66,4,40,6,36,60
22,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,5.166666667,2.933333333,3.6,3,53,3.75,41,2,44,77
21,female,currentlyenrolled,white,"100-199,999",yes,5.833333333,3.8,4.5,3,81,3.875,39,5,37,56
18,female,currentlyenrolled,white,"80-99,999",yes,4.166666667,3.066666667,4.5,2.8,79,3.875,45,3,33,67
18,female,currentlyenrolled,white,"60-79,999",yes,4.333333333,2.933333333,4.1,3,66,3.875,50,10,34,70
19,female,currentlyenrolled,white,"200-999,999",yes,5,3.133333333,3,2.9,59,4,44,5,37,68
18,female,currentlyenrolled,white,"100-199,999",yes,4.333333333,2,3.8,2.8,76,4,47,1,32,55
22,female,currentlyenrolled,white,"100-199,999",no,7,5.266666667,2.8,3.6,84,3.5,24,6,40,68
21,male,currentlyenrolled,white,not say,yes,3.833333333,4.266666667,3.7,3,66,3.5,44,6,33,76
18,female,currentlyenrolled,white,not say,yes,6.5,3.266666667,3.7,3,71,3.75,43,1,35,75
19,male,currentlyenrolled,Asian-Pacific,not say,yes,5,3.733333333,3.7,3,76,3.625,42,5,29,68
19,female,currentlyenrolled,white,"100-199,999",yes,5.333333333,3.533333333,3.4,3,67,4,33,2,43,80
19,female,currentlyenrolled,white,"under20,000",yes,3.5,3.733333333,3.8,2.6,75,3.125,29,2,35,66
19,male,currentlyenrolled,white,"100-199,999",yes,5.333333333,4.8,4,3.3,80,3.625,32,0,35,70
20,female,currentlyenrolled,white,"20-39,999",yes,4.333333333,3.533333333,2.8,2.7,51,4,32,4,30,62
18,female,currentlyenrolled,Asian-Pacific,"20-39,999",yes,4.166666667,3.733333333,4.2,2.6,32,2.375,25,2,36,79
19,female,currentlyenrolled,"1,4","200-999,999",yes,1.666666667,3.4,4.3,3.2,46,3.875,41,1,29,76
19,female,currentlyenrolled,white,"over1,000,000",yes,4.5,3.133333333,3.8,2.7,68,3.5,38,4,33,67
21,female,currentlyenrolled,white,not say,yes,5,3.466666667,2.9,2.5,51,3,11,5,43,63
21,male,currentlyenrolled,white,not say,yes,5.166666667,5,2.2,3.8,63,3.5,12,6,37,80
19,female,currentlyenrolled,white,not say,yes,4.333333333,4.666666667,4,2.9,84,4,42,1,35,77
22,female,currentlyenrolled,other,"80-99,999",yes,5.333333333,4.933333333,3.4,2.8,70,3.875,39,2,32,77
20,female,currentlyenrolled,white,"100-199,999",yes,4.833333333,4.933333333,3.7,3,74,4,34,2,35,61
19,female,currentlyenrolled,Asian-Pacific,"40-59,999",yes,4.166666667,4,3.2,3,65,3.125,48,1,32,69
18,female,currentlyenrolled,white,"100-199,999",yes,6.166666667,4.2,3.9,3.2,77,3.75,45,6,41,74
19,female,currentlyenrolled,white,not say,yes,5.666666667,3,4.2,3.4,78,4,42,3,39,73
19,female,currentlyenrolled,white,"40-59,999",yes,3.5,2.6,3.9,2.9,73,3.5,50,4,34,78
19,female,currentlyenrolled,white,not say,yes,5,3.866666667,2.4,2.9,66,3.25,28,1,46,45
22,female,currentlyenrolled,white,"200-999,999",yes,5.166666667,4,4.1,3.4,72,3.5,32,0,38,72
20,male,currentlyenrolled,white,"100-199,999",yes,5,4.333333333,3.3,2.9,71,3.625,32,4,36,68
19,male,currentlyenrolled,white,not say,yes,4.833333333,3.066666667,3.3,2.7,67,3.625,38,6,35,62
20,male,currentlyenrolled,white,"100-199,999",yes,6.333333333,4.533333333,3.8,3.3,83,3.5,36,8,35,68
23,female,currentlyenrolled,Hispanic,"20-39,999",yes,4.833333333,3.533333333,3.1,3.4,59,3.125,40,5,39,71
19,female,currentlyenrolled,Asian-Pacific,not say,yes,1.166666667,3,4.4,2.5,80,4,39,2,33,71
19,male,currentlyenrolled,white,"80-99,999",yes,3,2.133333333,3.8,3.4,68,3.75,17,6,32,55
22,female,currentlyenrolled,white,"under20,000",yes,5.666666667,4.666666667,2.4,3.2,67,3.625,37,5,49,66
25,female,currentlyenrolled,white,"under20,000",yes,2.166666667,2.866666667,2.4,2.6,51,3.5,11,2,37,70
23,female,currentlyenrolled,AfricanAmerican,"60-79,999",yes,2.333333333,3,3.2,2.2,71,3,23,6,34,55
19,female,currentlyenrolled,Asian-Pacific,not say,yes,1.666666667,1.8,3.3,2.5,39,3.75,42,6,29,57
20,male,currentlyenrolled,white,"80-99,999",yes,5.666666667,3.6,3.4,3,72,4,35,2,31,72
20,female,currentlyenrolled,white,"80-99,999",yes,6.333333333,3.533333333,3.7,2.9,77,3.125,50,6,59,77
19,female,currentlyenrolled,white,"under20,000",yes,4.333333333,4.6,3.3,3.4,71,3.75,45,1,42,62
21,female,currentlyenrolled,white,"60-79,999",yes,6.333333333,3.533333333,2.4,3.8,79,3.75,37,4,41,77
19,female,currentlyenrolled,white,not say,yes,5.666666667,2.733333333,4.2,3.6,74,3.5,42,0,38,65
22,female,currentlyenrolled,Asian-Pacific,"40-59,999",no,2,2.2,2.9,2.3,44,2.625,17,2,37,53
20,female,currentlyenrolled,white,"80-99,999",yes,5.833333333,3.6,3.1,3.2,74,4,43,3,40,73
18,female,currentlyenrolled,white,"100-199,999",yes,3.666666667,3.666666667,4.5,2.6,77,3.5,35,0,31,69
18,female,currentlyenrolled,white,"60-79,999",yes,6,3.066666667,4.3,3.1,81,3.875,50,8,36,80
19,male,currentlyenrolled,Asian-Pacific,not say,yes,4.833333333,3.066666667,3.5,3.1,71,3.125,35,3,34,73
18,female,currentlyenrolled,white,"100-199,999",yes,6.666666667,4.266666667,2.7,3.4,77,3.875,55,2,35,71
18,female,currentlyenrolled,AfricanAmerican,"100-199,999",yes,4.5,4.933333333,3,3.2,84,3.875,43,5,36,71
20,female,currentlyenrolled,white,"under20,000",yes,5.166666667,3.933333333,2.8,2.9,68,3.5,35,1,35,61
19,male,currentlyenrolled,white,"40-59,999",yes,5,4.2,4.1,3.7,77,3.875,39,4,54,73
19,female,currentlyenrolled,Hispanic,"under20,000",yes,4.166666667,3.4,2.6,3.1,66,3.625,35,4,43,77
19,female,currentlyenrolled,white,"60-79,999",yes,6,4.6,3.2,3.8,84,3.875,44,4,40,80
18,female,currentlyenrolled,Asian-Pacific,"60-79,999",yes,3.333333333,3.466666667,2.9,3.4,84,3.875,39,10,33,63
18,male,currentlyenrolled,white,"100-199,999",yes,4.666666667,2.866666667,3.9,3.1,62,3.875,35,6,37,70
20,female,currentlyenrolled,white,"100-199,999",yes,6,3.2,3.2,3,82,4,33,7,39,72
18,male,currentlyenrolled,white,"200-999,999",yes,4.833333333,3.866666667,3.2,3.4,73,4,40,12,50,26
21,male,currentlyenrolled,Asian-Pacific,"80-99,999",yes,3.5,4.133333333,2.6,3.2,74,3.75,31,6,32,68
19,male,currentlyenrolled,white,"80-99,999",yes,4.166666667,3.666666667,2.9,2.7,45,3.875,30,5,33,44
21,female,currentlyenrolled,Asian-Pacific,"60-79,999",yes,6.666666667,2.466666667,3.1,3.9,84,3.875,36,2,38,80
21,female,currentlyenrolled,Asian-Pacific,"40-59,999",no,5.833333333,3,4.4,3,71,3.375,41,7,43,61
20,female,currentlyenrolled,white,"100-199,999",yes,4.5,4.6,3.5,3.2,83,3.5,31,2,33,68
20,female,currentlyenrolled,white,"60-79,999",yes,6.166666667,5.333333333,3.4,2.9,77,3.5,45,6,41,79
18,female,currentlyenrolled,white,"100-199,999",yes,6,4.2,3.4,3.1,78,4,48,10,54,74
19,female,currentlyenrolled,other,not say,no,6.166666667,4.6,3.9,3.7,81,3.75,55,6,37,70
19,female,currentlyenrolled,white,not say,yes,3.666666667,4.533333333,3.8,3.2,65,3.5,37,4,30,78
19,female,currentlyenrolled,other,not say,no,6,3.133333333,3,4,84,3.25,40,5,36,77
18,female,currentlyenrolled,white,"100-199,999",yes,5.5,4.533333333,4,2.9,83,3.875,42,7,39,80
22,female,currentlyenrolled,white,"40-59,999",yes,5.166666667,4.6,4.3,3.2,82,3.875,46,3,30,75
20,male,currentlyenrolled,white,"100-199,999",yes,7,3.6,2.9,3.7,79,3.625,24,4,45,76
20,female,currentlyenrolled,white,"100-199,999",yes,3.666666667,4.4,4.4,3.1,60,3.875,33,3,34,50
20,female,currentlyenrolled,white,"80-99,999",yes,4,3.866666667,3.2,2.4,72,3.75,35,1,51,75
20,female,currentlyenrolled,white,"80-99,999",yes,4.833333333,4.4,3.8,2.7,76,3.625,41,3,36,79
19,male,currentlyenrolled,white,"200-999,999",yes,7,3.466666667,4.2,3.9,84,4,40,9,41,75
20,female,currentlyenrolled,white,"80-99,999",yes,5.833333333,4.266666667,2.7,2.9,71,3.625,40,3,34,64
22,female,currentlyenrolled,white,"20-39,999",yes,5.833333333,4.866666667,2.5,3.6,70,3.125,33,4,53,66
19,male,currentlyenrolled,"2,3","200-999,999",yes,7,4.466666667,2.8,4,84,3.875,43,1,60,77
18,female,currentlyenrolled,white,"100-199,999",yes,6,3,3.8,3.1,83,3.75,37,5,36,63
24,male,currentlyenrolled,Asian-Pacific,"60-79,999",yes,3,4.133333333,3.4,2.8,55,2.625,34,5,26,59
20,female,currentlyenrolled,white,not say,yes,2,3.266666667,3.4,2.6,51,3.75,29,10,37,57
19,male,currentlyenrolled,white,"100-199,999",yes,4.833333333,3.466666667,3.7,3.5,57,3.875,41,2,37,76
19,female,currentlyenrolled,white,"60-79,999",yes,5.5,4.266666667,3.7,3,84,4,33,5,40,68
20,female,currentlyenrolled,white,"200-999,999",yes,4.666666667,4.133333333,3.3,2.9,53,2.625,38,8,20,31
21,female,currentlyenrolled,white,not say,yes,1.666666667,3.333333333,2.9,2.1,60,4,32,0,34,53
18,female,currentlyenrolled,Asian-Pacific,"100-199,999",yes,7,5.2,3.8,3,83,3.875,40,2,31,77
19,female,currentlyenrolled,white,"80-99,999",yes,4.166666667,3.866666667,3.7,3.3,74,4,45,1,39,70
20,female,currentlyenrolled,white,"100-199,999",yes,5.833333333,4.266666667,3.4,3,48,3.75,33,6,41,73
18,female,currentlyenrolled,Asian-Pacific,not say,yes,1.5,3.133333333,3.2,2.4,17,4,45,5,36,73
22,female,currentlyenrolled,Asian-Pacific,"under20,000",yes,4.5,3,3.8,3.2,66,3.375,47,2,39,70
20,male,currentlyenrolled,white,"100-199,999",no,5,3,3.7,3.3,48,3.75,44,9,36,66
22,female,currentlyenrolled,white,not say,yes,4,3.866666667,2.9,2.9,49,3.125,32,2,33,67
18,female,currentlyenrolled,white,"100-199,999",yes,5.5,4.4,2.9,3.1,80,3.875,35,0,36,77
23,male,currentlyenrolled,Asian-Pacific,not say,yes,5.166666667,4.066666667,3.2,3.1,59,3.625,43,6,33,63
19,female,currentlyenrolled,white,not say,yes,6.166666667,3.6,3.9,3.4,77,3.75,22,3,34,52
22,female,currentlyenrolled,white,"20-39,999",yes,5.5,3.133333333,2.9,3.3,68,3.75,42,2,35,64
19,female,currentlyenrolled,Hispanic,"20-39,999",yes,4.833333333,3.8,4.2,2.8,73,3.75,34,3,38,78
19,female,currentlyenrolled,white,not say,yes,6,3.333333333,3,3.4,81,3.75,51,5,52,71
18,female,currentlyenrolled,white,"40-59,999",yes,5.833333333,3.533333333,4.5,2.7,59,4,48,8,52,79
19,female,currentlyenrolled,white,"60-79,999",yes,5.333333333,2.6,3.9,2.9,72,3.875,42,5,38,77
20,male,currentlyenrolled,white,not say,yes,5.333333333,4.8,2.8,3.2,73,3.75,32,4,36,77
19,female,currentlyenrolled,white,"100-199,999",yes,4,4,3,3,48,3,32,4,35,55
19,female,currentlyenrolled,white,"200-999,999",yes,5.166666667,4,3.7,3,64,3.625,43,2,33,75
18,female,currentlyenrolled,white,not say,yes,2.666666667,3.066666667,3.9,2.7,51,3.625,44,8,46,64
18,female,currentlyenrolled,white,"80-99,999",yes,6.166666667,4.6,2.5,3.8,84,3.625,47,5,40,66
19,female,currentlyenrolled,Asian-Pacific,"under20,000",yes,5.166666667,5.333333333,4,2.7,71,3.125,28,1,35,63
20,female,currentlyenrolled,white,"100-199,999",yes,4.166666667,4,3.7,2.3,72,3,43,1,35,71
18,female,currentlyenrolled,white,"100-199,999",yes,5.333333333,3.4,4,2.9,81,3.875,49,2,33,67
19,female,currentlyenrolled,white,not say,yes,4.666666667,3.533333333,3.7,2.9,62,3.875,31,3,36,72
19,female,currentlyenrolled,white,not say,yes,4.5,3.6,3.7,3.3,69,3.625,39,9,35,70
25,female,currentlyenrolled,"1,5","under20,000",yes,4.166666667,3,4.2,2.6,76,3.625,48,6,45,60
20,female,currentlyenrolled,white,"under20,000",yes,6,3.6,3.3,3,84,3.875,44,0,48,63
21,male,currentlyenrolled,white,"100-199,999",yes,5.5,2.533333333,3.5,3.6,76,3.375,35,5,41,76
18,female,currentlyenrolled,white,"80-99,999",yes,4,3.533333333,3.9,2.9,82,3.5,37,4,35,78
18,female,currentlyenrolled,white,"100-199,999",yes,5.833333333,4.666666667,2.5,3,80,3.75,35,0,36,77
18,female,currentlyenrolled,white,"200-999,999",yes,4.833333333,4.8,3.9,3.5,70,3.75,45,3,39,75
18,male,currentlyenrolled,white,"100-199,999",yes,6.166666667,3.866666667,3,3.3,79,4,37,5,51,58
20,male,currentlyenrolled,white,"200-999,999",yes,6.166666667,5.066666667,3.8,3.3,63,3.625,30,9,36,74
19,male,currentlyenrolled,white,"100-199,999",yes,6,3.8,3.3,3.2,72,3.125,38,6,35,71
20,male,currentlyenrolled,Asian-Pacific,not say,no,4.666666667,5.466666667,4,3.6,84,3.75,43,3,37,80
19,female,currentlyenrolled,AfricanAmerican,"40-59,999",yes,2.333333333,3.4,3,2.2,48,3.875,27,7,34,61
20,female,currentlyenrolled,white,"100-199,999",yes,5.833333333,4.733333333,4,3.7,77,3.375,47,3,29,63
21,male,currentlyenrolled,white,"100-199,999",yes,5.166666667,2.933333333,3.9,3,68,3.625,39,1,31,74
18,female,currentlyenrolled,AfricanAmerican,"40-59,999",yes,5.666666667,4.133333333,3.4,2.7,74,3.875,46,6,31,71
19,female,currentlyenrolled,Asian-Pacific,"100-199,999",yes,4.666666667,3.866666667,4.4,3.6,79,3.25,40,2,35,76
18,female,currentlyenrolled,white,"100-199,999",yes,4.5,1.933333333,4.1,3.1,71,4,47,1,31,48
21,female,currentlyenrolled,white,not say,yes,5.166666667,3.4,3.7,3,57,4,45,1,34,69
20,female,currentlyenrolled,Hispanic,"200-999,999",yes,5.166666667,3.533333333,3,2.6,74,2.75,37,4,33,45
19,female,currentlyenrolled,white,not say,yes,6.166666667,3,2.9,3.7,82,3.875,54,4,56,72
18,female,currentlyenrolled,white,not say,yes,5.166666667,2,3.2,2.9,73,3.75,36,3,30,66
20,female,currentlyenrolled,Asian-Pacific,"40-59,999",yes,2.833333333,3.466666667,3.7,2.7,72,4,42,4,30,70
20,male,currentlyenrolled,white,"80-99,999",yes,5.666666667,4.066666667,3.5,2.8,69,3.5,29,6,34,69
19,female,currentlyenrolled,white,"40-59,999",yes,3.666666667,4.4,4.2,3,84,4,40,6,43,52
20,female,currentlyenrolled,other,"200-999,999",yes,5.833333333,3.866666667,2.3,3,84,4,27,7,31,72
20,female,currentlyenrolled,Asian-Pacific,"40-59,999",yes,4.5,4.333333333,3.1,2.6,64,3,40,3,32,68
20,female,currentlyenrolled,white,not say,yes,4.5,3.533333333,3.1,3,77,3.625,39,3,37,73
21,female,currentlyenrolled,white,"100-199,999",yes,5.166666667,3.8,4.3,2.9,73,3.875,46,4,40,78
19,male,currentlyenrolled,white,not say,yes,4.5,3.4,3.1,2.7,53,3.75,35,4,37,59
20,female,currentlyenrolled,white,"200-999,999",yes,6,4.733333333,4,3.4,83,3.25,46,1,31,56
20,male,currentlyenrolled,white,"100-199,999",yes,5.5,3.933333333,3.1,2.9,65,3.75,40,3,31,72
20,male,currentlyenrolled,white,"60-79,999",yes,2.666666667,3.4,3.5,2.8,47,4,32,6,38,52
19,male,currentlyenrolled,white,"100-199,999",yes,4.666666667,3.266666667,3.8,3.2,56,4,40,2,36,70
19,female,currentlyenrolled,white,"200-999,999",yes,5.5,5.666666667,2.4,3,60,4,31,1,33,65
19,female,currentlyenrolled,white,not say,yes,5.333333333,5.466666667,4,2.9,72,4,45,3,33,74
18,female,currentlyenrolled,white,"80-99,999",yes,5.833333333,3.4,3.7,2.9,81,3.625,44,6,40,67
20,female,currentlyenrolled,white,"100-199,999",yes,6,3.733333333,3.3,2.9,59,2.875,38,7,15,23
19,female,currentlyenrolled,white,not say,yes,6.666666667,3.133333333,4.3,3.3,74,3.75,46,1,39,73
18,female,currentlyenrolled,white,"80-99,999",yes,4.833333333,2.666666667,2.4,2.7,67,3.75,36,5,36,59
20,male,currentlyenrolled,white,not say,yes,4,4.2,2.9,3.5,63,4,38,4,35,52
22,female,currentlyenrolled,AfricanAmerican,not say,yes,3.166666667,4.066666667,2.4,3.8,23,3.875,38,6,42,65
21,male,currentlyenrolled,white,"100-199,999",yes,6.5,3.6,4.5,4,76,4,15,4,42,74
20,male,currentlyenrolled,white,"under20,000",yes,4.333333333,4.733333333,2.5,2.9,42,3.625,27,1,35,60
23,female,currentlyenrolled,white,"under20,000",yes,3.5,3.133333333,3.1,2.8,68,3.5,33,2,49,69
18,female,currentlyenrolled,AfricanAmerican,"100-199,999",yes,5,4.8,2.9,3.2,72,3.625,31,1,39,80
20,male,currentlyenrolled,white,not say,yes,7,4.133333333,3.8,2.7,84,3.75,24,2,44,63
19,female,currentlyenrolled,white,not say,yes,4.333333333,3.933333333,4,2.5,68,3.75,42,5,33,76
18,female,currentlyenrolled,AfricanAmerican,not say,yes,3.666666667,3.666666667,3.1,2.7,48,2.5,33,6,29,60
21,male,currentlyenrolled,Asian-Pacific,not say,yes,5,4.4,3.3,3.5,71,3.375,37,4,35,74
19,female,currentlyenrolled,white,"80-99,999",yes,4.333333333,3.8,3.6,3.1,64,4,45,1,40,70
19,female,currentlyenrolled,AfricanAmerican,not say,yes,4.833333333,4.733333333,2.5,3.2,84,3,18,4,55,52
18,female,currentlyenrolled,white,not say,yes,3.5,3,4,2.2,84,3.875,55,6,26,76
20,female,currentlyenrolled,white,"60-79,999",yes,6.333333333,4.866666667,2.9,3.5,76,3.625,48,0,41,80
20,male,currentlyenrolled,white,"60-79,999",yes,3.166666667,4.066666667,3.6,3.3,67,3.875,36,7,33,69
18,female,currentlyenrolled,AfricanAmerican,not say,yes,3,2.066666667,3.3,2.8,24,3.375,40,1,38,70
21,female,currentlyenrolled,white,not say,yes,4.166666667,4.266666667,2.7,3,66,3.5,38,1,38,74
20,female,currentlyenrolled,white,not say,yes,5.666666667,3.8,3.7,3,81,3.5,33,1,38,67
21,male,currentlyenrolled,Hispanic,not say,yes,5.833333333,4.466666667,3.2,3.6,84,3.875,51,8,32,46
19,female,currentlyenrolled,white,not say,yes,3.666666667,3.533333333,3.7,2.5,58,4,39,3,33,59
21,female,currentlyenrolled,white,"under20,000",yes,1.333333333,3.333333333,4,3,51,3.875,44,4,37,58
18,female,currentlyenrolled,white,not say,yes,6,5.133333333,3.5,3,84,3.375,49,5,34,75
19,female,currentlyenrolled,white,"100-199,999",yes,1.333333333,2.666666667,3.6,1.2,30,3.375,30,2,35,52
18,female,currentlyenrolled,white,"20-39,999",yes,5.166666667,4.666666667,3.9,3.2,84,3.625,53,9,59,76
19,female,currentlyenrolled,Hispanic,not say,yes,4.666666667,4.6,3.4,3.2,46,3.625,35,3,28,11
19,female,currentlyenrolled,white,"80-99,999",yes,5.833333333,5.466666667,3.6,3.5,59,3.5,48,7,31,75
20,female,currentlyenrolled,white,not say,yes,3.833333333,3.8,2.7,3.5,68,4,32,1,44,75
21,female,currentlyenrolled,Hispanic,not say,yes,3.5,3.2,2.9,2.9,64,3.375,33,2,52,70
19,female,currentlyenrolled,white,"under20,000",yes,3.5,2.733333333,2.3,2.9,48,3.75,19,0,44,64
NA,male,currentlyenrolled,white,"20-39,999",yes,4.666666667,4,2,4,84,2.75,34,8,48,60
NA,female,currentlyenrolled,Hispanic,"40-59,999",yes,2.666666667,2.2,4.7,2.2,62,3.5,36,8,29,63
NA,female,currentlyenrolled,white,"80-99,999",yes,3.333333333,4.066666667,3.1,3,57,3.75,38,4,33,64
NA,female,currentlyenrolled,white,"100-199,999",yes,1.333333333,1.6,3.9,1.2,55,4,30,5,30,56
NA,female,currentlyenrolled,white,"100-199,999",yes,6.833333333,3.733333333,4.2,3,64,3.375,34,7,36,69
NA,male,currentlyenrolled,white,"100-199,999",yes,1.666666667,1.666666667,3.9,2.9,55,4,47,2,33,61
NA,female,currentlyenrolled,white,"200-999,999",yes,5.5,2.933333333,3,2.8,82,3.375,35,7,34,71
NA,male,currentlyenrolled,white,"20-39,999",yes,5.833333333,3.466666667,1.4,3.6,51,2,11,4,55,49
NA,female,currentlyenrolled,Hispanic,not say,yes,4.666666667,4.2,3.4,2.8,84,3.875,34,2,38,77
NA,male,currentlyenrolled,white,not say,yes,5.333333333,4.6,3,3,65,3.375,34,5,39,47
NA,female,currentlyenrolled,white,"100-199,999",yes,4.5,3.466666667,3.7,3.4,80,3.75,41,10,41,60
NA,female,currentlyenrolled,white,"100-199,999",yes,4.666666667,2.4,2.4,2.9,73,3.875,36,4,30,61
NA,female,currentlyenrolled,white,not say,yes,6.666666667,4.466666667,2.3,4,76,4,29,5,44,64
NA,female,currentlyenrolled,white,"200-999,999",yes,4.333333333,4.933333333,3.4,3.2,61,4,41,4,38,77
NA,female,currentlyenrolled,white,"100-199,999",yes,5.166666667,1.666666667,3.2,2.9,78,3.625,41,6,40,67
NA,female,currentlyenrolled,white,not say,yes,5.166666667,2.933333333,3.1,3.1,76,4,42,1,46,78
NA,female,currentlyenrolled,white,"40-59,999",yes,5.166666667,4.8,3.3,3.5,76,4,37,3,40,68
NA,female,currentlyenrolled,white,not say,yes,4.666666667,4.133333333,3.8,2.7,73,3.5,36,2,36,67
NA,female,currentlyenrolled,white,"100-199,999",yes,4,2.8,3.6,2.7,65,4,43,1,34,64
NA,male,currentlyenrolled,white,not say,yes,4.666666667,3.333333333,2.8,2.8,54,3.125,34,0,35,57
NA,female,currentlyenrolled,white,"40-59,999",yes,3.833333333,2.933333333,3.9,3,52,3.375,42,7,31,66
